userid,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,YAVG,ZAVG,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,label
20,0.0,0.02,0.8,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.26,0.11,0.04,0.03,0.15,0.21,0.0,0.0,0.0,0.0,0.14,0.69,0.17,0.01,0.0,0.0,0.0,0.0,3.6,8.58,3.63,0.34,0.07,3.64,0.39,3.64,10.0,Sitting
20,0.0,0.04,0.95,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29,0.29,0.06,0.03,0.09,0.11,0.05,0.0,0.0,0.0,0.0,0.11,0.82,0.08,0.0,0.0,0.0,0.0,0.0,3.43,8.56,3.83,0.27,0.06,3.84,0.33,3.84,9.99,Sitting
20,0.0,0.12,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.35,0.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.01,0.0,0.0,0.0,0.0,0.0,3.29,8.54,4.02,0.05,0.03,4.02,0.08,4.02,10.0,Sitting
20,0.0,0.11,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.39,0.08,0.04,0.02,0.09,0.08,0.0,0.0,0.0,0.01,0.16,0.83,0.01,0.0,0.0,0.0,0.0,0.0,3.46,8.53,3.87,0.24,0.04,3.88,0.3,3.88,9.99,Sitting
20,0.0,0.18,0.69,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.12,0.15,0.03,0.02,0.02,0.2,0.19,0.02,0.0,0.0,0.0,0.3,0.58,0.13,0.0,0.0,0.0,0.0,0.0,3.52,8.55,3.75,0.46,0.08,3.77,0.51,3.77,9.99,Sitting
20,0.26,0.4,0.26,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.3,0.17,0.18,0.09,0.02,0.04,0.15,0.05,0.02,0.01,0.04,0.21,0.39,0.33,0.03,0.01,0.0,0.01,0.0,0.0,3.35,8.4,4.18,0.4,0.16,4.23,0.51,4.23,9.99,Sitting
20,0.15,0.77,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.43,0.36,0.03,0.02,0.02,0.02,0.0,0.0,0.01,0.36,0.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.46,8.27,4.37,0.13,0.05,4.38,0.19,4.38,9.98,Sitting
20,0.18,0.81,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.43,0.48,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,8.28,4.47,0.09,0.04,4.48,0.12,4.48,9.97,Sitting
20,0.27,0.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.49,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,8.26,4.48,0.11,0.04,4.49,0.14,4.49,9.98,Sitting
20,0.02,0.8,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.11,0.04,0.1,0.23,0.47,0.02,0.0,0.0,0.02,0.78,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,8.22,4.19,0.18,0.04,4.2,0.24,4.2,9.97,Sitting
20,0.59,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.12,0.15,0.06,0.03,0.03,0.01,0.0,0.0,0.04,0.54,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,8.24,4.58,0.24,0.05,4.59,0.28,4.59,9.99,Sitting
20,0.81,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.26,0.02,0.06,0.03,0.07,0.02,0.01,0.0,0.0,0.01,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,8.27,4.62,0.21,0.03,4.62,0.28,4.62,9.99,Sitting
20,0.72,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.42,0.14,0.04,0.01,0.01,0.02,0.11,0.0,0.0,0.01,0.63,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,8.24,4.55,0.26,0.04,4.56,0.35,4.56,9.98,Sitting
20,0.4,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.13,0.43,0.05,0.12,0.12,0.12,0.0,0.0,0.28,0.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,8.14,4.46,0.2,0.06,4.47,0.25,4.47,9.98,Sitting
20,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.22,0.63,0.05,0.05,0.02,0.0,0.0,0.0,0.57,0.41,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.52,8.1,4.64,0.1,0.05,4.64,0.16,4.64,9.97,Sitting
20,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.33,0.27,0.03,0.08,0.21,0.0,0.0,0.0,0.29,0.64,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,3.56,8.14,4.54,0.22,0.06,4.55,0.29,4.55,9.98,Sitting
20,0.76,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.31,0.32,0.34,0.01,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,8.13,4.68,0.14,0.04,4.68,0.16,4.68,9.96,Sitting
20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,8.14,4.78,0.04,0.03,4.79,0.06,4.79,9.96,Sitting
20,0.51,0.43,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.23,0.15,0.01,0.05,0.08,0.26,0.0,0.0,0.54,0.42,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.61,8.1,4.5,0.34,0.06,4.51,0.39,4.51,9.96,Sitting
20,0.02,0.11,0.67,0.12,0.08,0.01,0.0,0.0,0.0,0.0,0.06,0.1,0.11,0.09,0.04,0.04,0.27,0.2,0.09,0.03,0.01,0.02,0.73,0.15,0.07,0.02,0.01,0.0,0.0,0.01,3.83,8.46,3.45,0.4,0.12,3.51,0.52,3.51,9.95,Sitting
20,0.0,0.0,0.06,0.64,0.27,0.01,0.0,0.01,0.01,0.02,0.25,0.06,0.07,0.12,0.03,0.09,0.02,0.01,0.36,0.02,0.01,0.0,0.23,0.14,0.34,0.1,0.04,0.03,0.04,0.09,3.84,8.9,2.36,0.76,0.34,2.43,0.87,2.43,10.04,Sitting
20,0.03,0.02,0.02,0.06,0.03,0.01,0.0,0.03,0.02,0.15,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.33,0.35,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,3.4,0.68,0.75,2.21,0.77,2.79,6.94,2.79,3.76,Sitting
20,0.01,0.01,0.07,0.08,0.06,0.11,0.11,0.15,0.23,0.21,0.03,0.05,0.04,0.15,0.11,0.14,0.09,0.16,0.15,0.1,0.0,0.0,0.03,0.18,0.31,0.25,0.09,0.05,0.08,0.03,9.61,2.65,1.13,0.12,0.18,1.17,0.24,1.17,10.04,Standing
20,0.01,0.06,0.1,0.08,0.06,0.1,0.14,0.11,0.19,0.17,0.09,0.09,0.09,0.16,0.11,0.1,0.11,0.15,0.08,0.03,0.0,0.0,0.03,0.1,0.14,0.21,0.13,0.1,0.12,0.19,9.54,2.84,1.2,0.12,0.27,1.24,0.15,1.24,10.04,Standing
20,0.01,0.02,0.03,0.11,0.09,0.16,0.13,0.18,0.19,0.1,0.03,0.14,0.18,0.26,0.14,0.07,0.09,0.09,0.02,0.01,0.0,0.0,0.0,0.02,0.03,0.11,0.22,0.29,0.29,0.06,9.5,2.93,1.21,0.08,0.13,1.23,0.11,1.23,10.02,Standing
20,0.03,0.08,0.08,0.08,0.11,0.14,0.11,0.12,0.16,0.12,0.13,0.15,0.08,0.21,0.11,0.13,0.08,0.11,0.01,0.02,0.0,0.0,0.01,0.02,0.02,0.15,0.23,0.19,0.19,0.2,9.49,2.94,1.26,0.11,0.18,1.3,0.14,1.3,10.03,Standing
20,0.07,0.14,0.14,0.12,0.12,0.07,0.08,0.08,0.11,0.11,0.28,0.15,0.1,0.2,0.08,0.06,0.06,0.04,0.03,0.02,0.0,0.0,0.0,0.01,0.04,0.1,0.14,0.21,0.29,0.23,9.43,3.01,1.38,0.13,0.17,1.43,0.16,1.43,10.0,Standing
20,0.0,0.03,0.05,0.15,0.13,0.16,0.12,0.1,0.17,0.12,0.18,0.26,0.12,0.23,0.07,0.06,0.05,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.04,0.1,0.16,0.29,0.41,9.43,3.13,1.23,0.11,0.18,1.25,0.15,1.25,10.02,Standing
20,0.0,0.03,0.09,0.1,0.14,0.11,0.08,0.12,0.17,0.17,0.2,0.25,0.14,0.27,0.07,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.07,0.12,0.22,0.55,9.42,3.16,1.2,0.09,0.17,1.23,0.11,1.23,10.01,Standing
20,0.04,0.06,0.07,0.06,0.07,0.06,0.08,0.1,0.13,0.35,0.15,0.11,0.07,0.18,0.05,0.09,0.07,0.16,0.11,0.05,0.0,0.0,0.02,0.04,0.09,0.21,0.15,0.2,0.17,0.14,9.52,2.88,1.12,0.16,0.21,1.19,0.23,1.19,10.02,Standing
20,0.44,0.31,0.12,0.08,0.01,0.02,0.01,0.0,0.01,0.02,0.09,0.01,0.01,0.02,0.01,0.03,0.03,0.16,0.37,0.29,0.52,0.31,0.08,0.01,0.01,0.01,0.01,0.0,0.0,0.07,9.69,1.41,1.92,0.2,0.48,1.98,0.5,1.98,10.02,Standing
20,0.45,0.24,0.1,0.09,0.04,0.03,0.02,0.02,0.02,0.02,0.08,0.03,0.02,0.06,0.03,0.04,0.06,0.21,0.22,0.27,0.25,0.37,0.25,0.07,0.03,0.03,0.01,0.0,0.0,0.01,9.66,1.65,1.89,0.16,0.51,1.95,0.26,1.95,10.01,Standing
20,0.45,0.23,0.12,0.07,0.05,0.03,0.01,0.01,0.03,0.03,0.05,0.01,0.01,0.08,0.05,0.06,0.06,0.21,0.22,0.27,0.28,0.58,0.09,0.01,0.01,0.0,0.02,0.01,0.01,0.01,9.69,1.47,1.89,0.13,0.36,1.96,0.18,1.96,10.01,Standing
20,0.05,0.08,0.12,0.18,0.19,0.14,0.09,0.06,0.05,0.07,0.1,0.11,0.12,0.29,0.09,0.11,0.06,0.06,0.03,0.04,0.03,0.03,0.01,0.03,0.05,0.11,0.23,0.32,0.12,0.1,9.5,2.84,1.4,0.16,0.27,1.47,0.34,1.47,10.04,Standing
20,0.06,0.05,0.09,0.15,0.14,0.12,0.11,0.06,0.12,0.12,0.14,0.18,0.11,0.22,0.1,0.07,0.08,0.06,0.03,0.05,0.01,0.04,0.04,0.03,0.03,0.1,0.13,0.2,0.2,0.24,9.48,2.91,1.33,0.16,0.32,1.4,0.25,1.4,10.02,Standing
20,0.05,0.11,0.19,0.11,0.11,0.17,0.07,0.09,0.1,0.04,0.01,0.02,0.03,0.07,0.09,0.09,0.12,0.24,0.18,0.18,0.11,0.26,0.17,0.11,0.11,0.14,0.07,0.02,0.01,0.01,9.68,2.07,1.4,0.11,0.55,1.44,0.15,1.44,10.02,Standing
20,0.0,0.01,0.11,0.21,0.23,0.18,0.18,0.06,0.04,0.0,0.0,0.01,0.04,0.18,0.1,0.23,0.17,0.23,0.05,0.01,0.0,0.0,0.06,0.22,0.32,0.29,0.1,0.02,0.01,0.0,9.59,2.58,1.34,0.07,0.14,1.35,0.08,1.35,10.02,Standing
20,0.01,0.08,0.14,0.2,0.16,0.14,0.12,0.06,0.05,0.06,0.06,0.04,0.04,0.21,0.09,0.13,0.12,0.18,0.12,0.04,0.0,0.01,0.11,0.19,0.22,0.14,0.1,0.15,0.06,0.04,9.57,2.63,1.36,0.11,0.26,1.38,0.16,1.38,10.03,Standing
20,0.01,0.03,0.08,0.1,0.14,0.24,0.15,0.13,0.11,0.04,0.04,0.07,0.07,0.24,0.2,0.15,0.1,0.09,0.04,0.02,0.0,0.0,0.03,0.09,0.09,0.14,0.21,0.24,0.17,0.05,9.54,2.82,1.28,0.08,0.19,1.3,0.12,1.3,10.03,Standing
20,0.0,0.01,0.09,0.23,0.2,0.18,0.14,0.07,0.07,0.03,0.01,0.04,0.05,0.28,0.15,0.14,0.11,0.18,0.06,0.01,0.0,0.0,0.07,0.08,0.11,0.43,0.23,0.08,0.02,0.0,9.56,2.68,1.32,0.08,0.15,1.33,0.1,1.33,10.02,Standing
20,0.04,0.02,0.04,0.07,0.08,0.12,0.15,0.13,0.24,0.13,0.01,0.03,0.08,0.16,0.1,0.11,0.1,0.18,0.12,0.13,0.06,0.05,0.24,0.13,0.09,0.12,0.11,0.14,0.07,0.02,9.62,2.43,1.2,0.12,0.43,1.25,0.16,1.25,10.02,Standing
20,0.01,0.1,0.11,0.17,0.13,0.09,0.12,0.08,0.16,0.06,0.02,0.04,0.04,0.14,0.13,0.09,0.1,0.2,0.16,0.11,0.0,0.01,0.18,0.43,0.26,0.09,0.04,0.0,0.01,0.0,9.62,2.42,1.32,0.11,0.15,1.34,0.14,1.34,10.01,Standing
20,0.01,0.06,0.07,0.14,0.08,0.09,0.13,0.12,0.19,0.13,0.03,0.07,0.07,0.18,0.13,0.08,0.1,0.17,0.13,0.05,0.01,0.01,0.03,0.16,0.3,0.32,0.1,0.04,0.05,0.01,9.58,2.61,1.23,0.11,0.17,1.26,0.14,1.26,10.01,Standing
20,0.18,0.09,0.12,0.11,0.09,0.12,0.11,0.08,0.08,0.05,0.05,0.05,0.07,0.19,0.09,0.11,0.04,0.14,0.14,0.13,0.03,0.11,0.38,0.08,0.04,0.07,0.11,0.12,0.05,0.03,9.6,2.33,1.52,0.13,0.45,1.6,0.17,1.6,10.02,Standing
20,0.13,0.24,0.16,0.14,0.08,0.06,0.05,0.04,0.1,0.02,0.04,0.07,0.05,0.12,0.1,0.08,0.08,0.19,0.13,0.16,0.0,0.05,0.51,0.23,0.08,0.08,0.03,0.01,0.01,0.02,9.62,2.28,1.55,0.13,0.23,1.59,0.16,1.59,10.01,Standing
20,0.32,0.13,0.07,0.06,0.04,0.05,0.06,0.04,0.08,0.16,0.17,0.02,0.02,0.13,0.07,0.05,0.05,0.13,0.15,0.23,0.12,0.32,0.21,0.09,0.04,0.04,0.02,0.04,0.02,0.1,9.6,2.08,1.63,0.27,0.7,1.79,0.47,1.79,10.03,Standing
20,0.05,0.08,0.08,0.08,0.04,0.06,0.1,0.07,0.13,0.34,0.08,0.07,0.04,0.07,0.03,0.04,0.03,0.13,0.13,0.4,0.04,0.52,0.11,0.01,0.01,0.03,0.03,0.03,0.06,0.18,9.68,2.11,1.16,0.2,0.75,1.26,0.28,1.26,10.02,Standing
20,0.12,0.05,0.05,0.04,0.15,0.04,0.1,0.07,0.14,0.26,0.11,0.04,0.03,0.07,0.07,0.06,0.05,0.09,0.04,0.46,0.5,0.08,0.02,0.01,0.02,0.01,0.04,0.1,0.12,0.13,9.7,1.69,1.27,0.28,1.18,1.4,0.45,1.4,10.03,Standing
20,0.1,0.07,0.08,0.06,0.07,0.09,0.03,0.05,0.06,0.13,0.04,0.02,0.0,0.01,0.03,0.02,0.03,0.05,0.07,0.48,0.55,0.11,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.04,7.13,0.66,1.02,1.96,0.41,1.54,2.73,1.54,7.27,Standing
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.89,0.0,0.0,0.0,0.01,0.04,0.03,0.07,0.2,0.37,0.3,0.02,0.05,0.08,0.11,0.13,0.18,0.16,0.16,0.08,0.06,8.32,1.33,3.56,2.74,2.6,4.25,3.52,4.25,10.0,Walking
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.84,0.0,0.0,0.0,0.01,0.04,0.05,0.06,0.15,0.28,0.42,0.01,0.09,0.12,0.17,0.15,0.15,0.11,0.09,0.03,0.11,9.11,0.91,2.65,3.39,3.07,3.36,4.09,3.36,10.54,Walking
12,0.01,0.0,0.01,0.02,0.01,0.05,0.06,0.18,0.23,0.46,0.0,0.0,0.0,0.01,0.03,0.08,0.08,0.19,0.21,0.42,0.06,0.06,0.11,0.2,0.16,0.08,0.08,0.09,0.06,0.12,8.73,0.95,3.44,3.61,3.54,4.5,4.21,4.5,10.7,Walking
12,0.01,0.03,0.07,0.1,0.09,0.07,0.11,0.21,0.26,0.08,0.0,0.0,0.01,0.03,0.05,0.09,0.13,0.22,0.21,0.28,0.08,0.1,0.07,0.09,0.15,0.12,0.13,0.08,0.13,0.08,7.14,0.99,6.19,3.24,3.42,7.17,3.92,7.17,10.92,Walking
12,0.02,0.07,0.09,0.08,0.07,0.07,0.12,0.24,0.18,0.09,0.0,0.0,0.0,0.04,0.05,0.12,0.12,0.18,0.25,0.25,0.09,0.11,0.09,0.08,0.1,0.12,0.14,0.14,0.06,0.1,6.89,0.92,6.77,3.06,3.5,7.84,3.72,7.84,11.15,Walking
12,0.03,0.07,0.05,0.11,0.08,0.07,0.16,0.2,0.19,0.05,0.0,0.0,0.01,0.03,0.07,0.12,0.16,0.18,0.25,0.21,0.07,0.11,0.1,0.07,0.09,0.15,0.14,0.11,0.09,0.09,6.37,1.01,7.11,2.87,3.43,8.15,3.53,8.15,11.09,Walking
12,0.07,0.1,0.05,0.09,0.05,0.08,0.16,0.2,0.17,0.06,0.0,0.0,0.01,0.03,0.06,0.12,0.23,0.16,0.17,0.23,0.06,0.15,0.09,0.08,0.12,0.12,0.12,0.1,0.09,0.1,6.4,0.96,7.72,3.18,3.69,8.97,3.77,8.97,11.6,Walking
12,0.04,0.12,0.12,0.07,0.03,0.07,0.2,0.17,0.16,0.05,0.0,0.0,0.0,0.07,0.11,0.12,0.16,0.16,0.23,0.17,0.1,0.09,0.09,0.09,0.11,0.11,0.11,0.13,0.08,0.12,5.85,1.01,7.87,3.05,3.73,9.04,3.71,9.04,11.49,Walking
12,0.03,0.11,0.09,0.11,0.06,0.1,0.15,0.19,0.17,0.02,0.0,0.0,0.02,0.05,0.09,0.12,0.2,0.17,0.2,0.18,0.07,0.12,0.12,0.12,0.09,0.09,0.09,0.14,0.08,0.1,5.77,0.84,7.99,2.91,3.68,8.97,3.5,8.97,11.39,Walking
12,0.11,0.08,0.08,0.06,0.07,0.12,0.18,0.14,0.13,0.06,0.0,0.0,0.01,0.05,0.18,0.17,0.14,0.15,0.14,0.18,0.12,0.09,0.11,0.07,0.05,0.12,0.16,0.1,0.09,0.1,5.16,0.7,8.39,3.11,3.74,9.63,3.72,9.63,11.55,Walking
12,0.13,0.1,0.1,0.06,0.08,0.14,0.13,0.18,0.09,0.02,0.0,0.04,0.05,0.12,0.14,0.17,0.12,0.14,0.14,0.12,0.18,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.1,0.13,4.11,0.6,9.29,3.1,4.3,10.36,3.79,10.36,11.99,Walking
12,0.17,0.11,0.08,0.11,0.16,0.11,0.09,0.09,0.08,0.02,0.1,0.11,0.12,0.13,0.14,0.13,0.09,0.1,0.09,0.03,0.13,0.13,0.11,0.11,0.08,0.1,0.08,0.09,0.11,0.1,1.3,0.57,10.21,3.48,4.12,11.21,4.52,11.21,12.18,Walking
12,0.14,0.13,0.15,0.12,0.14,0.12,0.1,0.05,0.05,0.03,0.24,0.12,0.07,0.1,0.16,0.15,0.08,0.08,0.02,0.0,0.18,0.07,0.11,0.11,0.08,0.09,0.07,0.08,0.12,0.11,-0.68,0.58,10.62,3.78,4.28,11.44,4.57,11.44,12.58,Walking
12,0.15,0.13,0.14,0.1,0.12,0.14,0.13,0.04,0.05,0.03,0.23,0.16,0.12,0.11,0.14,0.1,0.08,0.05,0.02,0.0,0.11,0.1,0.14,0.08,0.1,0.09,0.07,0.04,0.16,0.13,-1.13,1.21,10.59,3.53,4.49,11.44,4.4,11.44,12.58,Walking
12,0.12,0.13,0.13,0.1,0.17,0.12,0.11,0.06,0.07,0.01,0.23,0.12,0.13,0.12,0.15,0.12,0.1,0.05,0.01,0.0,0.12,0.12,0.08,0.13,0.11,0.1,0.07,0.09,0.1,0.1,-0.86,0.55,10.29,3.36,3.99,11.13,4.17,11.13,12.02,Walking
12,0.13,0.15,0.14,0.13,0.13,0.13,0.08,0.07,0.05,0.01,0.17,0.15,0.19,0.15,0.12,0.11,0.07,0.03,0.03,0.0,0.12,0.13,0.09,0.11,0.1,0.06,0.07,0.09,0.12,0.12,-0.93,0.78,10.7,3.12,4.32,11.51,4.02,11.51,12.49,Walking
12,0.12,0.16,0.14,0.12,0.12,0.12,0.11,0.05,0.07,0.02,0.18,0.19,0.12,0.16,0.16,0.07,0.04,0.06,0.04,0.0,0.19,0.08,0.08,0.14,0.05,0.03,0.11,0.09,0.1,0.15,-0.93,0.82,10.48,3.33,4.85,11.36,4.27,11.36,12.61,Walking
12,0.18,0.08,0.15,0.15,0.13,0.12,0.1,0.05,0.06,0.01,0.16,0.18,0.16,0.15,0.12,0.1,0.11,0.02,0.03,0.0,0.13,0.13,0.07,0.09,0.08,0.1,0.1,0.09,0.12,0.11,-0.77,0.7,10.76,3.19,4.25,11.58,4.21,11.58,12.57,Walking
12,0.14,0.12,0.15,0.15,0.13,0.12,0.06,0.06,0.09,0.01,0.21,0.1,0.18,0.17,0.09,0.1,0.06,0.08,0.03,0.0,0.12,0.1,0.1,0.09,0.11,0.08,0.07,0.14,0.12,0.1,-0.84,0.9,10.54,3.39,4.03,11.38,4.33,11.38,12.32,Walking
12,0.12,0.14,0.12,0.15,0.17,0.09,0.09,0.07,0.06,0.01,0.18,0.17,0.16,0.14,0.12,0.09,0.1,0.05,0.01,0.0,0.14,0.12,0.1,0.08,0.09,0.1,0.09,0.08,0.14,0.09,-0.77,0.65,10.48,3.04,4.05,11.27,3.76,11.27,12.13,Walking
12,0.15,0.11,0.14,0.15,0.16,0.1,0.09,0.06,0.07,0.01,0.18,0.14,0.19,0.16,0.12,0.08,0.06,0.05,0.03,0.0,0.12,0.12,0.08,0.08,0.12,0.09,0.07,0.12,0.14,0.07,-0.84,0.89,10.5,3.13,4.02,11.28,4.11,11.28,12.21,Walking
12,0.16,0.13,0.15,0.11,0.1,0.14,0.11,0.05,0.07,0.01,0.16,0.21,0.11,0.15,0.15,0.07,0.09,0.06,0.01,0.0,0.12,0.11,0.09,0.08,0.1,0.06,0.11,0.11,0.12,0.12,-1.03,1.24,10.69,3.37,4.31,11.54,4.32,11.54,12.57,Walking
12,0.16,0.14,0.11,0.11,0.17,0.11,0.12,0.06,0.04,0.0,0.15,0.18,0.16,0.19,0.11,0.09,0.07,0.07,0.01,0.0,0.09,0.11,0.12,0.1,0.12,0.07,0.11,0.1,0.11,0.1,-0.79,0.9,10.74,3.09,3.91,11.51,4.07,11.51,12.36,Walking
12,0.14,0.17,0.13,0.11,0.1,0.16,0.05,0.08,0.07,0.01,0.13,0.19,0.19,0.13,0.13,0.09,0.1,0.04,0.02,0.0,0.08,0.13,0.1,0.09,0.1,0.1,0.13,0.1,0.1,0.09,-0.72,0.98,10.59,3.09,3.69,11.41,4.12,11.41,12.14,Walking
12,0.15,0.14,0.13,0.08,0.17,0.11,0.09,0.06,0.09,0.0,0.13,0.21,0.2,0.13,0.1,0.08,0.07,0.07,0.02,0.0,0.07,0.07,0.14,0.12,0.11,0.13,0.1,0.11,0.1,0.08,-0.68,0.82,10.52,3.06,3.43,11.36,4.03,11.36,11.98,Walking
12,0.15,0.13,0.12,0.15,0.1,0.12,0.09,0.06,0.09,0.01,0.13,0.2,0.21,0.12,0.1,0.09,0.08,0.07,0.03,0.0,0.06,0.11,0.15,0.13,0.1,0.1,0.12,0.07,0.1,0.09,-0.75,0.82,10.51,3.19,3.62,11.39,4.13,11.39,12.05,Walking
12,0.12,0.13,0.15,0.16,0.17,0.1,0.06,0.06,0.07,0.0,0.14,0.18,0.2,0.14,0.12,0.08,0.09,0.06,0.0,0.0,0.07,0.11,0.1,0.1,0.13,0.09,0.1,0.11,0.1,0.1,-0.78,1.15,10.61,2.94,3.88,11.3,3.87,11.3,12.18,Walking
12,0.05,0.06,0.07,0.1,0.06,0.09,0.06,0.03,0.01,0.0,0.06,0.11,0.15,0.11,0.02,0.03,0.04,0.01,0.0,0.0,0.03,0.05,0.05,0.06,0.06,0.05,0.05,0.09,0.07,0.05,-0.64,0.74,5.33,1.24,1.79,10.9,3.31,10.9,6.04,Walking
12,0.05,0.11,0.11,0.11,0.13,0.13,0.13,0.11,0.12,0.04,0.05,0.16,0.13,0.09,0.1,0.11,0.13,0.09,0.1,0.02,0.1,0.06,0.05,0.11,0.11,0.18,0.19,0.09,0.07,0.06,8.61,1.63,2.75,7.52,3.79,3.39,8.38,3.39,11.84,Jogging
12,0.07,0.07,0.16,0.15,0.13,0.09,0.08,0.13,0.09,0.05,0.08,0.13,0.09,0.1,0.1,0.1,0.11,0.11,0.1,0.03,0.11,0.07,0.05,0.06,0.13,0.19,0.21,0.1,0.05,0.04,8.83,1.4,2.96,7.76,3.66,3.59,8.71,3.59,12.44,Jogging
12,0.05,0.06,0.15,0.11,0.11,0.15,0.09,0.19,0.08,0.02,0.08,0.11,0.11,0.13,0.06,0.1,0.13,0.08,0.13,0.03,0.1,0.05,0.04,0.1,0.1,0.17,0.14,0.15,0.07,0.1,9.16,2.34,2.6,7.82,4.22,3.23,8.72,3.23,12.79,Jogging
12,0.08,0.09,0.11,0.12,0.12,0.13,0.1,0.12,0.09,0.08,0.08,0.09,0.11,0.12,0.12,0.11,0.07,0.09,0.13,0.01,0.08,0.04,0.1,0.11,0.13,0.15,0.12,0.13,0.08,0.1,9.24,2.03,2.95,7.58,4.12,3.63,8.63,3.63,12.81,Jogging
12,0.06,0.1,0.15,0.13,0.12,0.11,0.08,0.09,0.13,0.06,0.11,0.07,0.1,0.14,0.1,0.1,0.1,0.09,0.11,0.01,0.1,0.06,0.08,0.1,0.11,0.18,0.12,0.1,0.08,0.09,8.95,1.9,3.17,7.59,4.24,3.78,8.62,3.78,12.8,Jogging
12,0.1,0.1,0.12,0.11,0.11,0.07,0.13,0.08,0.12,0.09,0.11,0.11,0.11,0.14,0.05,0.12,0.12,0.09,0.1,0.01,0.09,0.07,0.08,0.12,0.1,0.16,0.14,0.1,0.09,0.08,8.32,1.89,3.31,7.86,4.16,4.08,8.72,4.08,12.38,Jogging
12,0.09,0.09,0.05,0.13,0.11,0.13,0.13,0.12,0.11,0.07,0.1,0.09,0.12,0.12,0.07,0.09,0.14,0.11,0.09,0.03,0.08,0.09,0.09,0.1,0.11,0.16,0.11,0.1,0.09,0.08,8.87,1.64,2.95,7.7,4.12,3.82,8.62,3.82,12.62,Jogging
